Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
II1,"Transport, postal, and warehousing",2020Q4,1184,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q1,1175,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q2,1239,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q3,1049,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q4,1148,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q1,1196,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q2,1209,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q1,582,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q2,631,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q3,663,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q4,623,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q1,568,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q2,620,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q3,661,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q4,617,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q1,579,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q2,635,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q3,683,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q4,619,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q1,591,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q2,652,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q3,671,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q4,635,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q1,560,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q2,633,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q3,642,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q4,608,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q1,613,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q2,668,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q3,745,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q4,687,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q1,622,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q2,586,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q3,707,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q4,682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q1,621,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q2,681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q3,682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q4,654,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q1,669,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q2,708,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q1,20110,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q2,16660,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q3,17697,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q4,20318,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q1,20526,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q2,16560,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q3,17491,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q4,19823,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q1,19907,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q2,16229,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q3,17190,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q4,19031,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q1,19639,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q2,16464,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q3,17488,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q4,19943,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q1,20029,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q2,16346,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q3,17453,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q4,20068,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q1,21113,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q2,16911,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q3,17573,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q4,19973,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q1,20518,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q2,15417,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q3,16985,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q4,19157,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q1,20185,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q2,16917,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q3,15961,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q4,18368,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q1,19538,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q2,15778,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q1,1916,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q2,1994,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q3,2075,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q4,2053,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q1,2023,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q2,2083,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q3,2145,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q4,2165,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q1,2068,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q2,2100,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q3,2182,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q4,2214,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q1,2171,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q2,2250,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q3,2249,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q4,2269,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q1,2156,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q2,2226,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q3,2239,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q4,2339,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q1,2170,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q2,2227,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q3,2232,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q4,2231,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q1,2046,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q2,1544,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q3,2117,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q4,2215,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q1,2057,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q2,2145,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q3,1870,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q4,2012,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q1,1964,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q2,2022,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q1,1758,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q2,1768,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q3,1788,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q4,1849,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q1,1863,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q2,1841,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q3,1830,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q4,1956,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q1,1904,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q2,1871,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q3,1888,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q4,1999,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q1,1990,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q2,2004,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q3,1942,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q4,2065,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q1,1982,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q2,1975,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q3,1939,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q4,2124,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q1,2004,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q2,1979,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q3,1925,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q4,2010,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q1,1871,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q2,1305,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q3,1807,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q4,2002,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q1,1890,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q2,1905,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q3,1563,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q4,1803,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q1,1802,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q2,1800,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q1,99,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q2,165,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q3,225,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q4,142,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q1,96,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q2,175,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q3,245,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q4,145,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q1,95,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q2,164,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q3,229,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q1,113,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q2,180,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q3,239,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q4,137,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q1,108,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q2,183,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q3,234,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q1,99,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q2,182,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q3,242,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q4,156,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q1,112,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q2,177,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q3,249,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q4,152,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q1,106,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q2,180,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q3,247,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q4,150,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q1,103,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q2,163,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q1,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q2,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q3,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q4,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q1,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q2,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q3,70,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q4,64,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q1,69,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q3,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q4,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q1,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q3,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q4,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q1,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q2,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q3,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q4,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q1,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q3,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q4,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q1,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q2,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q3,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q4,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q1,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q2,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q3,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q4,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q1,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q2,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,22027,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,18654,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,19772,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,22372,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,22549,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,18644,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,19636,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,21987,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,21975,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,18330,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,19372,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,21246,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,21810,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,18714,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,19737,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q4,22213,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q1,22185,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q2,18572,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q3,19692,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q4,22407,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q1,23283,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q2,19138,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q3,19806,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q4,22204,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q1,22564,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q2,16961,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q3,19102,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q4,21372,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q1,22242,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q2,19063,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q3,17831,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q4,20380,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q1,21502,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q2,17800,Actual,Kilotonnes,Carbon dioxide equivalents,P
